created_date,agency,complaint_type,descriptor,resolution_description
2025-04-28T23:51:10.000,DSNY,Obstruction,Trash or Recycling,The Department of Sanitation (DSNY) gave the business a violation.
2025-06-28T22:59:09.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-01-28T21:44:10.000,HPD,PAINT/PLASTER,RADIATOR,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.
2025-09-28T22:28:46.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-08-28T21:57:14.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.
2025-12-28T23:55:24.000,NYPD,Illegal Parking,Posted Parking Sign Violation,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-08-28T23:12:35.000,NYPD,Illegal Parking,Posted Parking Sign Violation,The Police Department issued a summons in response to the complaint.
2025-11-28T22:06:06.000,NYPD,Illegal Parking,Blocked Hydrant,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention."
2025-10-28T21:47:06.000,DOB,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675)."
2025-08-28T23:40:29.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.
2025-03-28T21:55:38.000,DOB,Emergency Response Team (ERT),After Hours Work - Illegal,The Department of Buildings investigated this complaint and determined that no further action was necessary.
2025-03-28T22:52:02.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and determined that police action was not necessary.
2025-06-28T22:59:30.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-02-28T23:53:28.000,NYPD,Illegal Parking,Double Parked Blocking Vehicle,The Police Department responded to the complaint and took action to fix the condition.
2025-08-28T23:53:00.000,NYPD,Blocked Driveway,Partial Access,The Police Department issued a summons in response to the complaint.
2025-02-28T21:30:26.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-03-28T22:51:59.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-09-28T22:57:01.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-05-28T21:05:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675)."
2025-10-28T23:07:24.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-06-28T22:49:37.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-09-28T23:13:46.000,DSNY,Abandoned Bike,Chained to Public Property,The Department of Sanitation investigated this complaint and found no condition at the location.
