created_date,agency,complaint_type,descriptor,resolution_description,resolution_date,sentiment_label,urgency_score
2025-06-28T23:37:42.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-06-28T23:37:42.000,Frustrated,2
2025-10-28T23:19:06.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2025-10-28T23:19:06.000,Neutral,2
2025-07-28T23:56:25.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-07-28T23:56:25.000,Frustrated,2
2025-04-28T23:48:03.000,NYPD,Noise - Vehicle,Engine Idling,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-04-28T23:48:03.000,Neutral,2
2025-01-28T23:00:14.000,NYPD,Illegal Parking,Blocked Bike Lane,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-01-28T23:00:14.000,Frustrated,3
2025-12-28T22:58:00.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-12-28T22:58:00.000,Neutral,2
2025-02-28T23:45:25.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-02-28T23:45:25.000,Neutral,2
2025-11-28T22:38:25.000,TLC,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,2025-11-28T22:38:25.000,Frustrated,2
2025-02-28T23:00:45.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-02-28T23:00:45.000,Neutral,2
2025-06-28T23:22:55.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-06-28T23:22:55.000,Frustrated,3
2025-04-28T23:39:01.000,DOB,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-28T23:39:01.000,Neutral,1
2025-04-28T22:40:16.000,NYPD,Blocked Driveway,Partial Access,The Police Department responded to the complaint and took action to fix the condition.,2025-04-28T22:40:16.000,Neutral,2
2025-05-28T21:07:12.000,DSNY,Obstruction,Cone,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2025-05-28T21:07:12.000,Neutral,1
2025-02-28T22:22:15.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and took action to fix the condition.,2025-02-28T22:22:15.000,Neutral,2
2025-07-28T22:20:16.000,NYPD,Traffic,Drag Racing,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-07-28T22:20:16.000,Frustrated,8
2025-01-28T21:52:16.000,DOB,Building/Use,Illegal Conversion Of Residential Building/Space,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-01-28T21:52:16.000,Frustrated,6
2025-01-28T23:17:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2025-01-28T23:17:00.000,Neutral,1
2025-11-28T23:22:42.000,NYPD,Illegal Parking,Commercial Overnight Parking,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T23:22:42.000,Neutral,1
2025-10-28T23:36:51.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-10-28T23:36:51.000,Neutral,2
2025-02-28T23:49:16.000,DOT,Street Condition,Pothole,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-02-28T23:49:16.000,Neutral,2
2025-01-28T23:21:23.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-01-28T23:21:23.000,Frustrated,3
2025-11-28T23:06:50.000,NYPD,Illegal Parking,Blocked Hydrant,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T23:06:50.000,Neutral,2
2025-09-28T23:25:55.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-09-28T23:25:55.000,Frustrated,4
2025-06-28T23:25:22.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-06-28T23:25:22.000,Frustrated,3
2025-07-28T23:06:58.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-07-28T23:06:58.000,Frustrated,2
2025-05-28T21:17:51.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department issued a summons in response to the complaint.,2025-05-28T21:17:51.000,Neutral,2
2025-09-28T23:37:23.000,EDC,Noise - Helicopter,Other,,2025-09-28T23:37:23.000,Frustrated,3
2025-05-28T22:13:45.000,NYPD,Blocked Driveway,No Access,The Police Department issued a summons in response to the complaint.,2025-05-28T22:13:45.000,Frustrated,2
2025-03-28T23:05:24.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-03-28T23:05:24.000,Neutral,2
2025-05-28T22:43:00.000,DOT,Street Condition,"Rough, Pitted or Cracked Roads","The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2025-05-28T22:43:00.000,Neutral,2
2025-12-28T21:47:12.000,NYPD,Noise - Residential,Loud Television,"The New York City Police Department responded to the complaint but officers were unable to gain entry into the premises. If the problem persists, please contact 311 to create another complaint and ensure that contact information (e.g., buzzer number, phone number, etc.) is available to assist the responding officers in gaining entry to properly investigate the complaint.  We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T21:47:12.000,Frustrated,2
2025-05-28T21:09:15.000,NYPD,Illegal Parking,Blocked Crosswalk,The Police Department responded to the complaint and determined that police action was not necessary.,2025-05-28T21:09:15.000,Neutral,2
2025-10-28T23:16:19.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.,2025-10-28T23:16:19.000,Neutral,2
2025-04-28T22:33:23.000,DOHMH,Rodent,Signs of Rodents,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2025-04-28T22:33:23.000,Neutral,2
2025-12-28T22:21:49.000,NYPD,Blocked Driveway,No Access,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T22:21:49.000,Neutral,1
